date,asset_id,product_id,subtype,market,low,mid,high,direct_low
2026-06-01,base1-15,42355,Holofoil,149.77,94.0,134.98,1085.68,249.98
2026-06-01,base1-16,42356,Holofoil,55.99,28.69,43.71,129.99,129.98
2026-06-01,base1-2,42360,Holofoil,229.23,160.0,249.99,1585.1,974.98
2026-06-01,base1-4,42382,Holofoil,535.22,499.0,656.22,1500.0,1499.09
2026-06-01,base1-58,42402,Normal,7.44,1.44,6.0,9999.0,
2026-06-01,cel25c-4,250320,Holofoil,196.34,157.98,221.36,2999.99,174.53
2026-06-01,gym2-2,83861,1st Edition Holofoil,894.61,969.69,1499.99,2140.0,
2026-06-01,gym2-2,83861,Unlimited Holofoil,521.82,499.99,600.0,1499.99,499.99
2026-06-01,neo1-9,86903,1st Edition Holofoil,1299.96,1899.99,8000.0,10000.0,1899.99
2026-06-01,neo1-9,86903,Unlimited Holofoil,511.14,300.0,394.65,615.74,
2026-06-01,sl-151-bundle,502000,Normal,189.92,175.99,225.0,2999.99,
2026-06-01,sl-151-etb,503313,Normal,644.21,600.0,716.09,1500.0,
2026-06-01,sl-151-upc,502005,Normal,1160.4,1035.0,1250.0,10000.0,
2026-06-01,sl-ar-box,265519,Normal,407.87,398.99,455.0,900.0,
2026-06-01,sl-base-box,185731,Normal,,100000.0,100000.0,100000.0,
2026-06-01,sl-bs-box,256141,Normal,611.08,649.97,742.5,5000.0,
2026-06-01,sl-cel-upc,245140,Normal,1270.53,1380.0,1969.69,200000.0,
2026-06-01,sl-champ-etb,218791,Normal,244.5,229.99,257.99,650.0,
2026-06-01,sl-cz-etb,453470,Normal,328.65,346.99,430.48,1000.0,
2026-06-01,sl-dr-box,624679,Normal,603.77,580.0,655.99,2185.0,
2026-06-01,sl-evs-box,242436,Normal,2702.54,2800.0,3225.0,12000.0,
2026-06-01,sl-evs-etb,243721,Normal,913.46,1198.99,1270.0,3499.98,
2026-06-01,sl-fs-box,247654,Normal,1131.23,1083.7,1344.94,3000.0,
2026-06-01,sl-hf-etb,194729,Normal,553.14,540.0,699.99,9999.98,
2026-06-01,sl-jp-151,565243,Normal,348.16,348.16,399.0,599.99,
2026-06-01,sl-jp-terastal,603428,Normal,122.93,114.7,148.5,250.0,
2026-06-01,sl-jt-box,610931,Normal,300.48,293.53,350.0,558.43,
2026-06-01,sl-lo-box,277324,Normal,779.63,797.02,989.87,2500.0,
2026-06-01,sl-me1-box,644298,Normal,328.07,318.0,346.24,999.99,
2026-06-01,sl-obf-box,501257,Normal,377.58,377.26,427.5,1000.0,
2026-06-01,sl-pe-etb,593355,Normal,165.61,163.04,200.0,2000.0,
2026-06-01,sl-pe-spc,622770,Normal,292.03,289.4,367.5,1500.0,
2026-06-01,sl-pf-etb,528040,Normal,535.32,475.0,561.5,800.0,
2026-06-01,sl-phf-box,654137,Normal,437.73,400.0,500.0,1000.0,
2026-06-01,sl-shf-etb,228821,Normal,158.14,134.74,199.99,500.0,
2026-06-01,sl-ss-box,565606,Normal,289.78,268.55,329.99,4999.99,
2026-06-01,sl-st-box,283389,Normal,547.5,565.25,649.97,1000.0,
2026-06-01,sl-tf-box,536225,Normal,333.3,320.0,350.0,599.99,
2026-06-01,sv2-185,497557,Normal,0.29,0.01,0.31,501.5,0.25
2026-06-01,sv2-185,497557,Reverse Holofoil,0.68,0.01,0.75,18.2,0.7
2026-06-01,sv2-254,497669,Holofoil,11.81,9.0,12.97,112.24,16.04
2026-06-01,sv2-269,497689,Holofoil,66.04,62.51,84.34,527.18,71.48
2026-06-01,sv3pt5-151,516566,Holofoil,9.07,5.99,9.01,100.0,14.0
2026-06-01,sv3pt5-199,517045,Holofoil,451.28,389.01,500.0,1000.0,420.0
2026-06-01,sv3pt5-205,517051,Holofoil,36.11,26.89,38.69,180.55,37.99
2026-06-01,sv3pt5-4,502555,Normal,0.17,0.01,0.21,20.0,
2026-06-01,sv3pt5-4,502555,Reverse Holofoil,0.36,0.01,0.39,19.97,0.47
2026-06-01,sv3pt5-6,502558,Holofoil,10.08,4.98,10.99,87.12,12.75
2026-06-01,sv3pt5-7,502548,Normal,0.22,0.03,0.25,19.52,
2026-06-01,sv3pt5-7,502548,Reverse Holofoil,0.47,0.1,0.4,1000.36,
2026-06-01,sv4pt5-234,535090,Holofoil,333.99,334.09,385.0,1669.95,334.09
2026-06-01,sv4pt5-54,534416,Holofoil,4.84,3.0,5.36,60.0,5.83
2026-06-01,sv8-57,590025,Holofoil,5.29,3.0,5.0,96.95,6.88
2026-06-01,sv8pt5-149,610504,Holofoil,295.16,275.99,377.5,2000.0,
2026-06-01,sv8pt5-155,610510,Holofoil,330.44,296.01,349.99,999.0,
2026-06-01,sv8pt5-156,610511,Holofoil,466.77,466.87,677.46,1998.92,466.87
2026-06-01,sv8pt5-161,610516,Holofoil,1580.97,1419.96,1827.67,5000.0,1774.95
2026-06-01,sv8pt5-167,610522,Holofoil,185.51,176.0,212.5,3009.8,224.48
2026-06-01,sv8pt5-179,610534,Holofoil,68.53,60.0,80.0,999.0,
2026-06-01,sv8pt5-28,610383,Holofoil,2.33,1.06,2.65,4321.0,
2026-06-01,sv8pt5-47,610402,Normal,0.04,0.01,0.13,999.0,0.01
2026-06-01,sv8pt5-47,610402,Reverse Holofoil,0.19,0.01,0.19,999.0,0.08
2026-06-01,sv8pt5-59,610414,Holofoil,0.31,0.02,0.38,4321.0,
