date,asset_id,product_id,subtype,market,low,mid,high,direct_low
2026-01-01,base1-15,42355,Holofoil,129.4,74.0,129.58,999.98,
2026-01-01,base1-16,42356,Holofoil,38.26,20.0,33.17,9999.0,
2026-01-01,base1-2,42360,Holofoil,163.55,102.26,128.4,499.99,
2026-01-01,base1-4,42382,Holofoil,483.19,354.94,481.52,999.99,
2026-01-01,base1-58,42402,Normal,3.97,0.5,2.35,9999.0,
2026-01-01,cel25c-4,250320,Holofoil,127.37,99.22,141.39,499.99,191.17
2026-01-01,gym2-2,83861,1st Edition Holofoil,926.01,500.0,972.31,1199.99,
2026-01-01,gym2-2,83861,Unlimited Holofoil,476.04,399.0,515.55,629.48,490.3
2026-01-01,neo1-9,86903,1st Edition Holofoil,924.0,1798.75,1800.0,2700.0,
2026-01-01,neo1-9,86903,Unlimited Holofoil,409.27,349.0,395.0,498.35,
2026-01-01,sl-151-bundle,502000,Normal,101.92,92.0,112.5,999.99,
2026-01-01,sl-151-etb,503313,Normal,375.87,375.87,495.48,1000.0,
2026-01-01,sl-151-upc,502005,Normal,590.71,589.91,700.0,40000.0,
2026-01-01,sl-ar-box,265519,Normal,390.28,380.0,476.0,899.99,
2026-01-01,sl-bs-box,256141,Normal,546.12,489.99,745.0,5000.0,
2026-01-01,sl-cel-upc,245140,Normal,818.44,818.44,989.43,154722.59,
2026-01-01,sl-champ-etb,218791,Normal,160.61,160.0,192.25,500.0,
2026-01-01,sl-cz-etb,453470,Normal,214.14,225.0,258.97,785.0,
2026-01-01,sl-dr-box,624679,Normal,396.63,395.66,489.99,2185.0,
2026-01-01,sl-evs-box,242436,Normal,2191.53,2150.0,2800.0,12000.0,
2026-01-01,sl-evs-etb,243721,Normal,709.61,752.0,999.49,1999.99,
2026-01-01,sl-fs-box,247654,Normal,845.88,870.0,1100.0,2900.0,
2026-01-01,sl-hf-etb,194729,Normal,392.11,406.99,500.0,9999.98,
2026-01-01,sl-jp-151,565243,Normal,191.03,199.0,220.0,399.99,
2026-01-01,sl-jp-terastal,603428,Normal,107.01,99.99,124.99,200.0,
2026-01-01,sl-jt-box,610931,Normal,245.2,244.88,276.49,551.0,
2026-01-01,sl-lo-box,277324,Normal,677.63,749.99,953.97,2500.0,
2026-01-01,sl-me1-box,644298,Normal,251.38,250.0,298.98,500.0,
2026-01-01,sl-obf-box,501257,Normal,291.77,291.04,337.5,799.99,
2026-01-01,sl-pe-etb,593355,Normal,122.07,115.0,149.98,1115.0,
2026-01-01,sl-pe-spc,622770,Normal,240.79,230.99,301.99,999.0,
2026-01-01,sl-pf-etb,528040,Normal,260.52,250.0,296.97,775.0,
2026-01-01,sl-phf-box,654137,Normal,236.17,235.0,274.99,499.99,
2026-01-01,sl-shf-etb,228821,Normal,105.6,100.0,120.0,500.11,
2026-01-01,sl-ss-box,565606,Normal,252.39,239.99,315.99,4999.99,
2026-01-01,sl-st-box,283389,Normal,433.76,470.0,593.12,1000.0,
2026-01-01,sl-tf-box,536225,Normal,252.56,264.5,289.99,779.99,
2026-01-01,sv2-185,497557,Normal,0.38,0.05,0.45,4.99,
2026-01-01,sv2-185,497557,Reverse Holofoil,0.93,0.25,0.9,6.99,
2026-01-01,sv2-254,497669,Holofoil,13.42,12.0,15.39,52.5,13.5
2026-01-01,sv2-269,497689,Holofoil,47.37,42.71,54.29,259.99,
2026-01-01,sv3pt5-151,516566,Holofoil,7.11,5.25,8.04,100.0,
2026-01-01,sv3pt5-199,517045,Holofoil,257.74,204.33,295.0,1000.0,
2026-01-01,sv3pt5-205,517051,Holofoil,15.6,10.0,19.16,88.88,
2026-01-01,sv3pt5-4,502555,Normal,0.13,0.01,0.15,20.0,0.12
2026-01-01,sv3pt5-4,502555,Reverse Holofoil,0.2,0.07,0.25,3.99,
2026-01-01,sv3pt5-6,502558,Holofoil,5.01,3.43,5.0,300.0,
2026-01-01,sv3pt5-7,502548,Normal,0.16,0.01,0.16,1.5,
2026-01-01,sv3pt5-7,502548,Reverse Holofoil,0.23,0.01,0.25,50.0,0.23
2026-01-01,sv4pt5-234,535090,Holofoil,203.43,185.0,239.99,799.97,349.99
2026-01-01,sv4pt5-54,534416,Holofoil,3.45,2.44,3.79,60.0,
2026-01-01,sv8-57,590025,Holofoil,4.1,3.18,5.0,29.99,
2026-01-01,sv8pt5-149,610504,Holofoil,183.46,160.99,192.01,999.0,
2026-01-01,sv8pt5-155,610510,Holofoil,199.08,198.59,214.93,999.0,
2026-01-01,sv8pt5-156,610511,Holofoil,303.75,290.0,346.37,999.0,
2026-01-01,sv8pt5-161,610516,Holofoil,799.29,868.99,1060.77,5000.0,
2026-01-01,sv8pt5-167,610522,Holofoil,108.07,104.49,115.0,999.0,
2026-01-01,sv8pt5-179,610534,Holofoil,37.28,36.94,45.19,999.0,
2026-01-01,sv8pt5-28,610383,Holofoil,1.28,0.6,1.28,999.0,
2026-01-01,sv8pt5-47,610402,Normal,0.03,0.01,0.1,999.0,0.02
2026-01-01,sv8pt5-47,610402,Reverse Holofoil,0.11,0.01,0.13,999.0,0.06
2026-01-01,sv8pt5-59,610414,Holofoil,0.25,0.01,0.28,999.0,0.15
2026-01-01,sv8pt5-59,610414,Reverse Holofoil,0.32,0.01,0.37,999.0,0.25
2026-01-01,sv8pt5-60,610415,Holofoil,4.03,2.95,4.84,999.0,
2026-01-01,svp-085,518861,Normal,500.2,474.01,650.15,2500.0,699.0
2026-01-01,swsh11-186,284137,Holofoil,585.46,463.95,619.15,899.0,699.67
2026-01-01,swsh12-186,451834,Holofoil,338.7,336.99,397.75,2000.0,387.94
2026-01-01,swsh12pt5gg-GG69,478100,Holofoil,175.56,156.5,207.62,399.0,199.85
2026-01-01,swsh35-25,223018,Normal,0.1,0.03,0.16,1.82,
2026-01-01,swsh35-25,223018,Reverse Holofoil,0.29,0.09,0.29,2.0,
2026-01-01,swsh35-74,223073,Holofoil,183.49,145.0,212.34,1500.0,189.99
2026-01-01,swsh45sv-SV107,232496,Holofoil,121.71,103.67,140.83,349.95,103.67
2026-01-01,swsh7-204,246693,Holofoil,31.92,28.99,33.18,150.0,31.98
2026-01-01,swsh7-205,246696,Holofoil,344.08,289.99,383.5,541.5,363.98
2026-01-01,swsh7-208,246755,Holofoil,29.03,23.55,30.0,48.95,32.49
2026-01-01,swsh7-209,246756,Holofoil,296.84,252.35,294.57,419.79,285.53
2026-01-01,swsh7-211,246702,Holofoil,50.0,36.9,50.11,75.0,
2026-01-01,swsh7-212,246704,Holofoil,343.39,300.0,370.86,1000.0,374.96
2026-01-01,swsh7-215,246723,Holofoil,1775.17,1449.0,1979.98,4000.0,1979.92
2026-01-01,swsh7-218,246733,Holofoil,664.2,522.0,699.99,1126.38,699.93
2026-01-01,swsh7-41,246753,Holofoil,5.77,3.49,5.99,25.0,5.77
2026-01-01,swsh7-65,246690,Holofoil,10.55,7.99,11.94,500.0,
2026-01-01,swsh7-75,246701,Holofoil,13.8,10.19,14.23,70.0,7.69
2026-01-01,swsh7-8,246691,Holofoil,6.93,4.0,7.03,100.0,6.93
2026-01-01,swsh8-271,253266,Holofoil,688.47,581.73,756.71,1499.95,700.0
2026-01-01,swsh9-154,263873,Holofoil,229.68,206.0,300.0,1500.0,255.27
2026-01-02,base1-15,42355,Holofoil,129.4,74.0,126.97,999.98,
2026-01-02,base1-16,42356,Holofoil,38.62,20.8,33.17,9999.0,
2026-01-02,base1-2,42360,Holofoil,163.55,102.26,125.55,499.99,
2026-01-02,base1-4,42382,Holofoil,483.19,354.94,524.49,999.99,
2026-01-02,base1-58,42402,Normal,4.34,0.5,1.99,9999.0,
2026-01-02,cel25c-4,250320,Holofoil,128.96,98.98,144.24,499.99,191.03
2026-01-02,gym2-2,83861,1st Edition Holofoil,926.01,500.0,873.66,1199.99,
2026-01-02,gym2-2,83861,Unlimited Holofoil,476.04,399.0,515.55,629.48,490.3
2026-01-02,neo1-9,86903,1st Edition Holofoil,924.0,1798.75,1800.0,2700.0,
2026-01-02,neo1-9,86903,Unlimited Holofoil,409.27,325.0,395.0,498.35,
2026-01-02,sl-151-bundle,502000,Normal,102.81,92.5,110.0,999.99,
2026-01-02,sl-151-etb,503313,Normal,375.9,373.88,495.48,1000.0,
2026-01-02,sl-151-upc,502005,Normal,594.43,591.0,707.5,40000.0,
2026-01-02,sl-ar-box,265519,Normal,390.28,380.0,460.0,899.99,
2026-01-02,sl-bs-box,256141,Normal,547.72,489.99,710.0,5000.0,
2026-01-02,sl-cel-upc,245140,Normal,820.62,835.79,999.99,154722.59,
2026-01-02,sl-champ-etb,218791,Normal,160.81,150.0,193.63,500.0,
2026-01-02,sl-cz-etb,453470,Normal,215.74,225.0,258.97,785.0,
2026-01-02,sl-dr-box,624679,Normal,394.16,395.66,489.99,8498.0,
2026-01-02,sl-evs-box,242436,Normal,2185.81,2150.0,2900.0,12000.0,
2026-01-02,sl-evs-etb,243721,Normal,709.61,752.0,999.49,1999.99,
2026-01-02,sl-fs-box,247654,Normal,850.04,950.0,1100.0,2900.0,
2026-01-02,sl-hf-etb,194729,Normal,394.39,410.0,500.0,9999.98,
2026-01-02,sl-jp-151,565243,Normal,195.56,199.0,219.45,399.99,
2026-01-02,sl-jp-terastal,603428,Normal,107.18,99.99,124.99,200.0,
2026-01-02,sl-jt-box,610931,Normal,245.2,244.88,274.99,551.0,
2026-01-02,sl-lo-box,277324,Normal,677.63,749.99,950.0,2500.0,
2026-01-02,sl-me1-box,644298,Normal,254.35,250.0,298.95,500.0,
2026-01-02,sl-obf-box,501257,Normal,292.81,291.04,337.5,799.99,
2026-01-02,sl-pe-etb,593355,Normal,123.15,115.0,149.99,1115.0,
