date,asset_id,product_id,subtype,market,low,mid,high,direct_low
2025-08-01,base1-15,42355,Holofoil,114.43,69.99,120.56,300.0,108.15
2025-08-01,base1-16,42356,Holofoil,37.39,19.92,33.17,72.94,16.3
2025-08-01,base1-2,42360,Holofoil,161.58,105.0,153.73,499.99,80.0
2025-08-01,base1-4,42382,Holofoil,455.94,375.0,461.11,1249.99,
2025-08-01,base1-58,42402,Normal,2.96,0.59,2.75,9999.0,0.8
2025-08-01,cel25c-4,250320,Holofoil,102.64,89.99,113.15,250.0,82.43
2025-08-01,gym2-2,83861,1st Edition Holofoil,650.0,499.97,499.99,1000.0,
2025-08-01,gym2-2,83861,Unlimited Holofoil,524.92,309.98,498.7,599.99,498.7
2025-08-01,neo1-9,86903,1st Edition Holofoil,1251.5,1798.78,1799.99,1999.95,
2025-08-01,neo1-9,86903,Unlimited Holofoil,440.48,263.79,339.97,699.95,
2025-08-01,sl-151-bundle,502000,Normal,70.35,68.0,80.0,999.99,
2025-08-01,sl-151-etb,503313,Normal,291.33,289.99,350.0,4999.99,
2025-08-01,sl-151-upc,502005,Normal,406.72,410.0,499.99,20000.0,
2025-08-01,sl-ar-box,265519,Normal,376.88,360.99,412.73,1999.99,
2025-08-01,sl-bs-box,256141,Normal,409.46,395.0,499.99,1299.99,
2025-08-01,sl-cel-upc,245140,Normal,691.55,798.0,1000.0,1010.45,
2025-08-01,sl-champ-etb,218791,Normal,132.69,129.79,150.0,299.99,
2025-08-01,sl-cz-etb,453470,Normal,182.29,185.0,200.0,1999.99,
2025-08-01,sl-dr-box,624679,Normal,313.5,305.0,347.0,99999.0,
2025-08-01,sl-evs-box,242436,Normal,2089.2,2400.0,2900.0,10000.0,
2025-08-01,sl-evs-etb,243721,Normal,619.66,799.0,999.95,1000.99,
2025-08-01,sl-fs-box,247654,Normal,732.35,745.69,975.0,3000.0,
2025-08-01,sl-hf-etb,194729,Normal,409.66,434.99,499.99,999.99,
2025-08-01,sl-jp-151,565243,Normal,160.2,148.9,169.98,250.0,
2025-08-01,sl-jp-terastal,603428,Normal,87.34,83.99,109.99,200.0,
2025-08-01,sl-jt-box,610931,Normal,245.93,259.98,277.5,364.95,
2025-08-01,sl-lo-box,277324,Normal,524.26,594.48,955.0,1299.99,
2025-08-01,sl-obf-box,501257,Normal,233.37,235.8,289.98,30000.0,
2025-08-01,sl-pe-etb,593355,Normal,109.32,97.01,129.0,100000.0,
2025-08-01,sl-pe-spc,622770,Normal,208.56,194.97,249.99,99999.0,
2025-08-01,sl-pf-etb,528040,Normal,204.67,187.99,223.0,395.0,
2025-08-01,sl-shf-etb,228821,Normal,88.7,81.59,99.99,499.99,
2025-08-01,sl-ss-box,565606,Normal,242.17,233.94,289.94,4999.99,
2025-08-01,sl-st-box,283389,Normal,367.74,375.0,425.0,1199.99,
2025-08-01,sl-tf-box,536225,Normal,232.36,215.0,249.99,400.0,
2025-08-01,sv2-185,497557,Normal,0.28,0.15,0.36,4321.0,0.25
2025-08-01,sv2-185,497557,Reverse Holofoil,0.51,0.2,0.66,4321.0,0.44
2025-08-01,sv2-254,497669,Holofoil,16.0,12.0,19.21,100.0,15.76
2025-08-01,sv2-269,497689,Holofoil,50.72,49.68,59.78,259.99,50.0
2025-08-01,sv3pt5-151,516566,Holofoil,7.97,5.99,8.0,40.0,12.22
2025-08-01,sv3pt5-199,517045,Holofoil,197.19,172.33,222.6,900.0,
