date,asset_id,product_id,subtype,market,low,mid,high,direct_low
2025-10-01,base1-15,42355,Holofoil,113.84,75.44,120.0,300.0,
2025-10-01,base1-16,42356,Holofoil,38.52,22.03,37.54,89.99,28.17
2025-10-01,base1-2,42360,Holofoil,158.8,90.0,137.23,499.99,
2025-10-01,base1-4,42382,Holofoil,457.11,399.99,484.78,1000.0,
2025-10-01,base1-58,42402,Normal,3.28,0.4,2.81,9999.0,1.82
2025-10-01,cel25c-4,250320,Holofoil,144.0,136.0,159.05,499.99,136.0
2025-10-01,gym2-2,83861,1st Edition Holofoil,767.0,805.35,993.74,1199.99,
2025-10-01,gym2-2,83861,Unlimited Holofoil,524.03,292.5,504.9,588.51,
2025-10-01,neo1-9,86903,1st Edition Holofoil,1799.99,1798.78,1899.99,1900.97,
2025-10-01,neo1-9,86903,Unlimited Holofoil,415.18,349.95,386.85,447.0,
2025-10-01,sl-151-bundle,502000,Normal,102.06,94.99,119.94,999.99,
2025-10-01,sl-151-etb,503313,Normal,405.03,389.99,450.0,4999.99,
2025-10-01,sl-151-upc,502005,Normal,626.47,547.0,790.0,40000.0,
2025-10-01,sl-ar-box,265519,Normal,402.92,449.99,540.22,9999.99,
2025-10-01,sl-bs-box,256141,Normal,546.61,499.99,677.49,9999.99,
2025-10-01,sl-cel-upc,245140,Normal,862.75,918.0,1000.0,154722.59,
2025-10-01,sl-champ-etb,218791,Normal,149.66,155.0,179.5,399.99,
2025-10-01,sl-cz-etb,453470,Normal,224.28,215.0,280.0,4999.99,
2025-10-01,sl-dr-box,624679,Normal,430.66,400.0,560.5,9999.0,
2025-10-01,sl-evs-box,242436,Normal,2599.7,2400.0,3400.0,12000.0,
2025-10-01,sl-evs-etb,243721,Normal,647.02,898.0,999.5,2999.99,
2025-10-01,sl-fs-box,247654,Normal,1032.02,999.0,1199.95,9999.99,
2025-10-01,sl-hf-etb,194729,Normal,423.87,381.49,474.98,9999.98,
2025-10-01,sl-jp-151,565243,Normal,197.86,188.99,209.95,399.99,
2025-10-01,sl-jp-terastal,603428,Normal,101.14,100.0,119.98,200.0,
2025-10-01,sl-jt-box,610931,Normal,253.11,253.11,279.94,551.0,
2025-10-01,sl-lo-box,277324,Normal,815.54,849.99,996.47,9999.99,
2025-10-01,sl-me1-box,644298,Normal,327.86,325.99,359.0,7777.0,
2025-10-01,sl-obf-box,501257,Normal,331.27,337.0,400.0,1000.0,
2025-10-01,sl-pe-etb,593355,Normal,132.42,122.99,150.0,2000.0,
2025-10-01,sl-pe-spc,622770,Normal,316.9,314.99,350.0,1000.0,
2025-10-01,sl-pf-etb,528040,Normal,295.69,282.98,300.0,775.0,
2025-10-01,sl-phf-box,654137,Normal,334.24,334.18,334.3,399.95,
2025-10-01,sl-shf-etb,228821,Normal,100.37,87.01,119.96,499.99,
2025-10-01,sl-ss-box,565606,Normal,303.89,289.99,336.95,4999.99,
2025-10-01,sl-st-box,283389,Normal,486.88,449.99,650.0,9999.99,
2025-10-01,sl-tf-box,536225,Normal,256.04,260.0,301.0,750.0,
2025-10-01,sv2-185,497557,Normal,0.33,0.24,0.4,30.0,
2025-10-01,sv2-185,497557,Reverse Holofoil,0.76,0.25,0.78,7.99,
2025-10-01,sv2-254,497669,Holofoil,15.7,14.5,17.92,100.0,15.99
2025-10-01,sv2-269,497689,Holofoil,53.99,48.25,60.0,259.99,
2025-10-01,sv3pt5-151,516566,Holofoil,8.16,6.25,8.07,40.0,18.69
2025-10-01,sv3pt5-199,517045,Holofoil,295.93,265.3,329.95,900.0,295.0
2025-10-01,sv3pt5-205,517051,Holofoil,17.1,14.39,20.0,50.0,18.9
2025-10-01,sv3pt5-4,502555,Normal,0.12,0.01,0.15,5.0,0.12
2025-10-01,sv3pt5-4,502555,Reverse Holofoil,0.25,0.03,0.26,5.0,
2025-10-01,sv3pt5-6,502558,Holofoil,4.94,3.72,5.0,24.97,3.79
2025-10-01,sv3pt5-7,502548,Normal,0.15,0.01,0.16,4.99,0.05
2025-10-01,sv3pt5-7,502548,Reverse Holofoil,0.19,0.03,0.25,5.0,0.15
2025-10-01,sv4pt5-234,535090,Holofoil,315.31,290.0,349.0,750.0,351.0
2025-10-01,sv4pt5-54,534416,Holofoil,3.76,1.67,3.84,34.99,3.99
2025-10-01,sv8-57,590025,Holofoil,5.4,3.5,5.99,40.0,6.61
2025-10-01,sv8pt5-149,610504,Holofoil,196.66,195.89,236.39,800.0,
2025-10-01,sv8pt5-155,610510,Holofoil,225.15,232.98,294.42,800.0,
2025-10-01,sv8pt5-156,610511,Holofoil,372.16,351.84,495.73,800.0,499.48
2025-10-01,sv8pt5-161,610516,Holofoil,1078.73,1165.0,1499.95,2499.99,
2025-10-01,sv8pt5-167,610522,Holofoil,117.95,114.0,140.68,500.0,
2025-10-01,sv8pt5-179,610534,Holofoil,54.74,39.97,65.12,270.0,
2025-10-01,sv8pt5-28,610383,Holofoil,1.12,0.75,1.29,9.99,1.16
2025-10-01,sv8pt5-47,610402,Normal,0.03,0.01,0.1,4.99,0.02
2025-10-01,sv8pt5-47,610402,Reverse Holofoil,0.09,0.01,0.13,20.0,0.08
2025-10-01,sv8pt5-59,610414,Holofoil,0.27,0.01,0.29,100.0,
2025-10-01,sv8pt5-59,610414,Reverse Holofoil,0.37,0.1,0.42,25.0,0.34
2025-10-01,sv8pt5-60,610415,Holofoil,4.35,3.71,5.01,40.0,
2025-10-01,svp-085,518861,Normal,560.92,731.25,943.63,2500.0,799.95
2025-10-01,swsh11-186,284137,Holofoil,634.42,463.55,712.34,2000.0,
2025-10-01,swsh12-186,451834,Holofoil,446.25,399.98,531.97,1100.0,399.98
2025-10-01,swsh12pt5gg-GG69,478100,Holofoil,220.69,221.97,257.4,600.0,257.39
2025-10-01,swsh35-25,223018,Normal,0.11,0.03,0.2,1.6,
2025-10-01,swsh35-25,223018,Reverse Holofoil,0.18,0.09,0.25,2.0,
2025-10-01,swsh35-74,223073,Holofoil,156.43,144.0,249.69,1500.0,249.98
2025-10-01,swsh45sv-SV107,232496,Holofoil,158.96,174.86,200.0,349.95,178.25
2025-10-01,swsh7-204,246693,Holofoil,30.32,29.56,37.49,150.0,29.69
2025-10-01,swsh7-205,246696,Holofoil,382.39,304.68,442.5,699.69,424.99
2025-10-01,swsh7-208,246755,Holofoil,30.49,23.0,30.49,500.0,24.91
2025-10-01,swsh7-209,246756,Holofoil,285.09,262.0,378.02,499.97,
2025-10-01,swsh7-211,246702,Holofoil,44.16,40.75,48.49,99.99,40.75
2025-10-01,swsh7-212,246704,Holofoil,318.48,339.01,479.0,1000.0,396.5
2025-10-01,swsh7-215,246723,Holofoil,2258.97,1738.99,2799.99,3199.97,2090.0
2025-10-01,swsh7-218,246733,Holofoil,682.47,561.31,736.5,999.69,750.2
2025-10-01,swsh7-41,246753,Holofoil,6.73,3.99,6.66,25.0,7.49
2025-10-01,swsh7-65,246690,Holofoil,11.61,8.7,12.0,500.0,15.24
2025-10-01,swsh7-75,246701,Holofoil,11.38,9.58,12.71,500.0,16.39
2025-10-01,swsh7-8,246691,Holofoil,5.86,4.19,6.27,100.0,4.87
2025-10-01,swsh8-271,253266,Holofoil,778.14,503.99,815.12,1499.95,798.69
2025-10-01,swsh9-154,263873,Holofoil,396.7,350.0,489.68,1500.0,543.97
2025-10-02,base1-15,42355,Holofoil,114.18,75.44,120.0,300.0,
