date,asset_id,product_id,subtype,market,low,mid,high,direct_low
2025-02-01,base1-15,42355,Holofoil,119.7,79.26,121.98,300.0,
2025-02-01,base1-16,42356,Holofoil,39.82,19.56,35.4,77.99,42.71
2025-02-01,base1-2,42360,Holofoil,173.06,90.08,149.99,246.19,
2025-02-01,base1-4,42382,Holofoil,412.86,270.0,398.99,1249.99,
2025-02-01,base1-58,42402,Normal,3.64,0.55,2.18,9999.0,2.51
2025-02-01,cel25c-4,250320,Holofoil,99.38,88.76,115.99,249.0,111.98
2025-02-01,gym2-2,83861,1st Edition Holofoil,923.15,675.0,774.08,873.15,
2025-02-01,gym2-2,83861,Unlimited Holofoil,289.23,303.34,349.99,499.99,
2025-02-01,neo1-9,86903,1st Edition Holofoil,931.44,925.99,964.99,2950.0,
2025-02-01,neo1-9,86903,Unlimited Holofoil,349.06,344.97,374.99,1000.0,
2025-02-01,sl-151-bundle,502000,Normal,60.94,59.99,69.99,200.0,
2025-02-01,sl-151-etb,503313,Normal,171.2,170.0,200.0,4999.99,
2025-02-01,sl-151-upc,502005,Normal,263.87,253.99,300.0,694.94,
2025-02-01,sl-ar-box,265519,Normal,236.92,223.0,262.0,1999.99,
2025-02-01,sl-bs-box,256141,Normal,286.93,269.91,350.0,999.99,
2025-02-01,sl-cel-upc,245140,Normal,395.99,385.0,460.0,1000.0,
2025-02-01,sl-champ-etb,218791,Normal,108.28,106.04,129.47,399.99,
2025-02-01,sl-cz-etb,453470,Normal,101.01,99.99,115.0,1999.99,
2025-02-01,sl-evs-box,242436,Normal,1382.48,1385.0,1894.49,9999.99,
2025-02-01,sl-evs-etb,243721,Normal,447.15,480.0,499.99,989.89,
2025-02-01,sl-fs-box,247654,Normal,457.8,440.0,500.0,1000.0,
2025-02-01,sl-hf-etb,194729,Normal,225.6,229.98,252.63,499.99,
2025-02-01,sl-jp-151,565243,Normal,113.37,106.99,120.0,250.0,
2025-02-01,sl-jp-terastal,603428,Normal,91.9,85.0,94.99,170.0,
2025-02-01,sl-jt-box,610931,Normal,189.51,189.69,199.75,279.99,
2025-02-01,sl-lo-box,277324,Normal,357.11,335.01,424.95,1299.99,
2025-02-01,sl-obf-box,501257,Normal,174.85,174.99,200.0,999.99,
2025-02-01,sl-pe-etb,593355,Normal,101.63,100.0,124.98,395.0,
2025-02-01,sl-pf-etb,528040,Normal,97.12,90.0,102.5,200.0,
2025-02-01,sl-shf-etb,228821,Normal,65.7,51.0,79.99,300.0,
2025-02-01,sl-ss-box,565606,Normal,243.6,234.99,275.0,3999.99,
2025-02-01,sl-st-box,283389,Normal,233.66,223.69,299.98,1248.0,
2025-02-01,sl-tf-box,536225,Normal,160.11,159.0,198.96,333.0,
2025-02-01,sv2-185,497557,Normal,0.25,0.14,0.26,15.0,
2025-02-01,sv2-185,497557,Reverse Holofoil,0.87,0.1,0.85,10.0,1.99
2025-02-01,sv2-254,497669,Holofoil,14.46,10.0,15.54,100.0,23.77
2025-02-01,sv2-269,497689,Holofoil,65.25,59.82,75.0,259.99,71.87
2025-02-01,sv3pt5-151,516566,Holofoil,7.99,4.75,8.92,26.0,10.34
2025-02-01,sv3pt5-199,517045,Holofoil,248.03,220.14,264.95,1925.0,238.49
2025-02-01,sv3pt5-205,517051,Holofoil,16.37,12.0,16.13,100.0,16.97
2025-02-01,sv3pt5-4,502555,Normal,0.15,0.01,0.15,2.39,
2025-02-01,sv3pt5-4,502555,Reverse Holofoil,0.26,0.11,0.27,25.0,
2025-02-01,sv3pt5-6,502558,Holofoil,5.73,4.0,6.0,26.0,8.51
2025-02-01,sv3pt5-7,502548,Normal,0.13,0.01,0.15,15.0,
2025-02-01,sv3pt5-7,502548,Reverse Holofoil,0.25,0.09,0.25,15.0,
2025-02-01,sv4pt5-234,535090,Holofoil,214.89,197.96,229.99,318.68,285.0
2025-02-01,sv4pt5-54,534416,Holofoil,2.68,1.0,2.83,34.99,3.24
2025-02-01,sv8-57,590025,Holofoil,6.86,4.0,7.92,25.0,
2025-02-01,sv8pt5-149,610504,Holofoil,308.87,306.2,317.7,548.0,
2025-02-01,sv8pt5-155,610510,Holofoil,382.83,399.99,536.5,1000.0,
2025-02-01,sv8pt5-156,610511,Holofoil,524.34,420.0,537.5,750.0,
2025-02-01,sv8pt5-161,610516,Holofoil,1615.43,1190.0,1612.5,2295.0,
