date,asset_id,product_id,subtype,market,low,mid,high,direct_low
2026-07-01,base1-15,42355,Holofoil,154.04,101.0,162.0,1199.0,180.0
2026-07-01,base1-16,42356,Holofoil,53.51,30.0,42.0,129.96,79.98
2026-07-01,base1-2,42360,Holofoil,232.4,149.0,218.45,9999.0,200.0
2026-07-01,base1-4,42382,Holofoil,694.08,534.99,700.52,1500.0,685.49
2026-07-01,base1-58,42402,Normal,7.63,0.94,3.99,9999.0,3.36
2026-07-01,cel25c-4,250320,Holofoil,194.89,162.0,213.64,999.99,202.11
2026-07-01,gym2-2,83861,1st Edition Holofoil,894.61,1499.99,1820.0,2140.0,
2026-07-01,gym2-2,83861,Unlimited Holofoil,566.63,479.99,900.65,1499.99,
2026-07-01,neo1-9,86903,1st Edition Holofoil,1599.98,1300.0,7750.0,10000.0,
2026-07-01,neo1-9,86903,Unlimited Holofoil,543.07,449.99,495.0,1500.0,
2026-07-01,sl-151-bundle,502000,Normal,185.0,173.72,218.45,2999.99,
2026-07-01,sl-151-etb,503313,Normal,607.23,606.34,725.0,1787.01,
2026-07-01,sl-151-upc,502005,Normal,945.91,920.0,1215.99,35000.0,
2026-07-01,sl-ar-box,265519,Normal,418.52,430.0,481.24,750.0,
2026-07-01,sl-base-box,185731,Normal,,100000.0,100000.0,100000.0,
2026-07-01,sl-bs-box,256141,Normal,625.83,635.0,699.99,5000.0,
2026-07-01,sl-cel-upc,245140,Normal,1301.96,1300.0,1969.84,200000.0,
2026-07-01,sl-champ-etb,218791,Normal,221.44,199.99,250.0,650.0,
2026-07-01,sl-cz-etb,453470,Normal,336.54,329.99,400.0,1000.0,
2026-07-01,sl-dr-box,624679,Normal,588.09,565.0,646.94,8498.0,
2026-07-01,sl-evs-box,242436,Normal,2670.58,2499.99,3000.0,12000.0,
2026-07-01,sl-evs-etb,243721,Normal,983.38,1100.0,1298.98,3300.0,
2026-07-01,sl-fs-box,247654,Normal,1110.15,975.0,1339.97,6500.0,
2026-07-01,sl-hf-etb,194729,Normal,554.97,535.99,683.0,9999.98,
2026-07-01,sl-jp-151,565243,Normal,337.98,320.0,380.0,599.99,
2026-07-01,sl-jp-terastal,603428,Normal,136.51,99.99,154.73,299.95,
2026-07-01,sl-jt-box,610931,Normal,285.13,289.99,315.0,558.43,
2026-07-01,sl-lo-box,277324,Normal,768.16,734.98,877.0,2500.0,
2026-07-01,sl-me1-box,644298,Normal,323.14,323.99,345.0,539.0,
2026-07-01,sl-obf-box,501257,Normal,396.31,400.0,429.99,1000.0,
2026-07-01,sl-pe-etb,593355,Normal,174.69,165.0,206.85,6999.0,
2026-07-01,sl-pe-spc,622770,Normal,307.97,299.99,389.99,9999.99,
2026-07-01,sl-pf-etb,528040,Normal,475.81,474.99,587.95,800.0,
2026-07-01,sl-phf-box,654137,Normal,459.11,400.0,489.99,1000.0,
2026-07-01,sl-shf-etb,228821,Normal,149.78,140.99,169.99,500.0,
2026-07-01,sl-ss-box,565606,Normal,303.52,295.0,350.0,4999.99,
2026-07-01,sl-st-box,283389,Normal,542.73,540.0,575.0,1000.0,
2026-07-01,sl-tf-box,536225,Normal,329.1,320.0,349.99,599.99,
2026-07-01,sv2-185,497557,Normal,0.29,0.01,0.32,22.0,0.24
2026-07-01,sv2-185,497557,Reverse Holofoil,0.63,0.2,0.73,17.2,0.41
2026-07-01,sv2-254,497669,Holofoil,11.97,8.7,12.67,2228.0,14.99
2026-07-01,sv2-269,497689,Holofoil,67.92,55.96,77.5,526.54,75.25
2026-07-01,sv3pt5-151,516566,Holofoil,9.05,6.0,9.52,100.0,12.42
2026-07-01,sv3pt5-199,517045,Holofoil,421.44,349.0,450.0,10000.0,384.99
2026-07-01,sv3pt5-205,517051,Holofoil,33.49,28.0,36.36,149.85,29.49
2026-07-01,sv3pt5-4,502555,Normal,0.18,0.01,0.2,25.0,0.13
2026-07-01,sv3pt5-4,502555,Reverse Holofoil,0.39,0.1,0.4,19.97,0.4
2026-07-01,sv3pt5-6,502558,Holofoil,8.59,4.49,10.23,112.99,9.99
2026-07-01,sv3pt5-7,502548,Normal,0.19,0.01,0.25,19.46,0.19
