date,asset_id,product_id,subtype,market,low,mid,high,direct_low
2025-03-01,base1-15,42355,Holofoil,125.88,72.72,116.96,300.0,
2025-03-01,base1-16,42356,Holofoil,39.3,23.77,37.35,77.99,26.62
2025-03-01,base1-2,42360,Holofoil,169.56,97.13,149.99,239.33,
2025-03-01,base1-4,42382,Holofoil,398.63,330.0,562.63,1249.99,
2025-03-01,base1-58,42402,Normal,2.53,0.5,2.15,9999.0,
2025-03-01,cel25c-4,250320,Holofoil,85.29,85.7,109.99,250.0,89.62
2025-03-01,gym2-2,83861,Unlimited Holofoil,307.62,300.0,362.25,599.0,
2025-03-01,neo1-9,86903,1st Edition Holofoil,943.94,716.26,1002.0,2950.0,
2025-03-01,neo1-9,86903,Unlimited Holofoil,352.94,348.71,377.25,1000.0,
2025-03-01,sl-151-bundle,502000,Normal,66.41,58.93,70.0,200.0,
2025-03-01,sl-151-etb,503313,Normal,199.08,197.04,239.98,4999.99,
2025-03-01,sl-151-upc,502005,Normal,318.15,316.0,399.0,4999.99,
2025-03-01,sl-ar-box,265519,Normal,237.15,250.0,300.0,1999.99,
2025-03-01,sl-bs-box,256141,Normal,286.54,275.99,327.5,999.99,
2025-03-01,sl-cel-upc,245140,Normal,423.21,450.0,500.16,1214.95,
2025-03-01,sl-champ-etb,218791,Normal,119.16,114.99,149.99,399.99,
2025-03-01,sl-cz-etb,453470,Normal,116.41,113.17,125.0,1999.99,
2025-03-01,sl-evs-box,242436,Normal,1314.83,1295.0,1798.99,9999.99,
2025-03-01,sl-evs-etb,243721,Normal,465.71,459.99,490.0,989.89,
2025-03-01,sl-fs-box,247654,Normal,424.99,485.0,584.95,1000.0,
2025-03-01,sl-hf-etb,194729,Normal,264.46,275.0,305.0,500.0,
2025-03-01,sl-jp-151,565243,Normal,146.29,141.64,159.5,399.99,
2025-03-01,sl-jp-terastal,603428,Normal,117.4,110.0,119.99,170.0,
2025-03-01,sl-jt-box,610931,Normal,216.19,216.2,228.0,279.99,
2025-03-01,sl-lo-box,277324,Normal,327.02,399.0,499.99,1299.99,
2025-03-01,sl-obf-box,501257,Normal,190.5,189.95,239.48,999.99,
2025-03-01,sl-pe-etb,593355,Normal,132.71,129.88,149.99,499.99,
2025-03-01,sl-pf-etb,528040,Normal,106.61,98.31,119.99,250.0,
2025-03-01,sl-shf-etb,228821,Normal,73.11,64.99,83.69,499.99,
